Instagram,Facebook,YouTube,Twitter,Telegram,WhatsApp,TikTok,Radio,TV,Newspaper,Website,Sales
37,82,6,66,25,18,25,16,31,33,7,48
53,22,62,10,63,2,59,14,34,20,1,41
25,91,72,30,72,35,38,24,15,43,26,13
96,34,54,7,34,23,38,42,28,14,11,13
85,33,61,48,69,24,24,28,47,32,43,35
80,43,22,6,45,25,74,31,23,19,32,21
56,72,54,42,21,27,62,48,49,18,45,36
78,50,12,38,29,11,51,47,41,2,43,32
21,73,71,26,12,1,53,17,16,40,32,44
75,62,39,67,27,6,22,23,36,22,11,19
94,84,72,61,28,14,32,42,16,1,11,20
44,35,57,37,71,37,43,35,45,10,17,28
56,64,26,17,57,34,63,41,42,37,17,48
78,60,10,66,67,31,29,47,3,42,28,18
32,47,71,33,48,25,63,18,6,8,15,38
73,92,27,45,54,26,11,48,30,30,1,19
23,47,5,16,41,21,65,21,16,19,11,13
41,89,3,62,44,34,78,3,26,32,20,30
89,30,24,67,47,5,55,9,39,28,17,16
59,81,14,70,41,34,54,11,40,33,12,12
69,75,38,56,78,7,44,9,17,41,9,37
29,71,16,34,62,19,24,9,49,2,34,38
87,90,78,2,46,18,51,5,27,4,44,12
29,58,57,73,21,33,40,32,4,35,42,41
88,79,53,9,39,10,53,33,36,19,18,22
91,33,28,65,30,32,12,47,24,22,34,18
28,57,8,3,57,38,41,43,8,18,49,11
90,81,50,76,42,31,17,16,22,7,23,30
32,85,29,49,26,33,18,6,30,39,18,12
68,38,13,65,68,2,34,43,18,49,30,44
32,66,36,58,46,12,57,20,37,8,18,42
28,28,44,28,46,15,74,30,40,34,6,40
67,78,3,61,40,30,32,8,32,34,14,32
35,61,31,9,60,24,41,23,17,39,13,43
60,37,8,56,70,16,24,8,5,27,24,15
40,64,71,15,54,19,11,46,40,2,23,29
41,86,51,5,64,29,46,10,49,6,38,41
44,88,7,39,22,39,11,1,8,44,40,45
74,27,9,8,52,31,39,11,20,11,45,46
34,51,55,13,25,14,73,35,49,42,36,13
25,65,1,36,39,18,19,19,7,20,29,42
92,68,53,64,53,7,62,9,18,35,17,24
29,57,45,10,55,16,41,21,46,9,2,17
90,68,41,15,37,39,46,21,44,46,41,26
66,44,58,37,75,12,41,29,17,42,49,12
23,56,69,61,59,35,76,18,41,40,34,45
22,35,42,51,76,11,30,36,20,36,20,21
37,23,58,32,51,2,31,22,45,30,43,40
83,32,59,44,21,31,31,38,20,19,40,28
65,36,24,44,26,12,47,9,46,29,13,34
58,57,34,48,45,12,26,5,23,49,26,28
62,61,56,39,59,12,58,47,1,39,18,22
76,88,3,25,77,30,28,13,40,45,24,41
74,68,60,19,39,31,13,40,19,30,9,24
23,76,24,5,43,17,27,13,30,23,43,23
82,37,74,16,20,12,57,35,9,2,2,25
90,30,53,26,33,21,20,18,13,5,10,42
70,71,47,62,47,32,41,22,27,2,27,26
21,83,47,54,33,8,28,13,43,16,41,33
65,51,20,22,45,31,73,47,41,7,47,14
55,75,49,72,52,36,14,23,29,12,43,45
89,47,28,1,14,30,68,14,36,6,25,49
87,28,44,47,76,1,19,34,19,18,45,43
38,23,44,19,16,39,71,19,10,22,36,47
67,21,72,51,20,13,65,29,38,33,21,47
90,84,41,58,68,35,26,3,29,2,2,36
31,78,13,33,44,31,49,35,36,19,10,43
47,20,6,70,17,10,63,27,34,18,28,30
49,62,43,32,55,16,71,35,43,31,3,20
58,60,46,63,43,35,52,21,35,24,25,28
28,37,15,76,76,2,75,31,36,46,43,34
85,75,1,58,30,25,28,26,27,41,40,23
86,79,25,5,47,12,61,23,12,31,37,29
69,85,50,12,20,35,35,5,8,7,10,38
44,89,13,6,67,15,66,47,18,31,39,43
21,62,60,37,21,38,10,22,3,12,41,41
42,28,15,48,63,17,53,26,29,37,16,20
89,54,73,71,51,22,68,6,25,24,4,25
49,40,29,31,66,6,65,35,24,16,20,43
55,76,17,50,21,18,12,5,49,12,10,15
24,59,26,24,13,3,32,23,16,41,19,35
23,35,58,35,69,24,53,25,22,33,45,32
86,26,56,18,10,36,53,24,32,14,33,37
56,68,9,65,62,11,56,13,40,7,17,13
87,31,40,54,65,8,59,47,5,7,38,38
27,37,24,66,63,6,15,23,12,7,26,44
88,73,56,70,18,36,18,27,38,12,16,23
47,89,45,65,19,30,41,16,49,36,38,15
44,91,66,4,75,7,54,35,5,46,10,45
37,92,66,50,49,7,57,10,16,10,1,49
53,29,4,76,54,1,61,10,31,46,48,32
61,40,37,74,35,22,16,11,15,49,3,48
66,21,47,74,22,33,50,22,39,27,12,33
93,82,39,34,42,18,37,25,31,9,44,23
47,90,36,35,77,13,75,48,31,15,40,11
85,47,71,35,44,25,67,41,48,33,27,34
46,77,32,62,77,19,60,5,7,39,15,12
95,75,68,79,37,29,72,39,35,8,37,33
60,36,27,57,78,4,67,20,16,7,15,46
63,86,12,73,64,34,63,15,31,16,27,16
87,20,74,72,37,31,19,2,45,26,47,40
39,90,46,14,52,28,70,8,49,17,23,49
63,45,11,15,41,31,14,43,29,29,13,36
28,73,71,25,78,15,22,13,8,43,49,36
36,36,32,46,59,30,36,35,30,43,38,16
83,60,31,41,61,24,24,10,16,49,13,25
96,68,59,26,17,8,68,33,32,25,19,25
41,68,44,37,42,19,37,3,28,44,30,16
60,28,6,34,57,6,22,40,25,9,49,33
26,77,69,24,64,24,44,21,4,8,44,35
83,94,30,45,78,18,57,15,42,35,48,20
38,43,74,23,28,16,53,40,34,43,34,37
96,65,41,16,12,12,13,17,41,37,5,32
55,34,22,30,18,4,14,24,22,8,30,23
24,52,45,30,77,5,14,40,48,6,37,25
50,63,38,20,79,37,39,48,9,12,5,46
76,90,62,53,79,10,16,6,41,31,16,36
80,28,24,34,68,7,45,31,7,39,16,25
84,74,20,5,30,7,51,11,13,27,41,18
96,55,44,48,66,26,49,41,9,3,32,47
89,42,21,56,62,18,55,1,1,8,18,15
27,47,18,77,45,19,25,2,49,45,45,27
40,92,16,25,32,3,37,30,41,24,15,43
50,72,38,26,41,35,56,7,17,28,15,16
85,37,62,18,48,5,75,19,29,38,41,22
46,58,2,69,21,13,52,40,10,41,11,45
89,92,52,52,34,12,42,39,24,46,45,12
22,38,41,24,75,20,19,40,14,47,29,28
33,39,15,29,43,19,48,46,49,33,33,16
36,39,52,22,19,34,42,11,24,18,22,36
23,71,7,76,39,25,30,20,16,34,6,39
93,72,18,16,75,31,11,40,11,40,1,46
35,31,1,6,15,24,44,19,22,9,15,22
91,76,18,16,18,13,27,48,45,28,23,47
60,37,75,63,70,6,75,15,8,37,32,30
94,66,66,72,60,12,60,49,8,1,1,14
94,87,26,55,52,33,44,12,39,40,41,20
51,41,53,44,63,16,29,23,48,33,22,19
52,83,57,79,20,11,49,12,9,24,31,49
66,56,52,46,41,31,27,23,31,11,18,48
39,94,57,30,62,5,22,42,9,17,10,48
95,31,14,70,74,11,62,26,21,29,14,46
83,48,61,58,54,15,10,21,38,11,11,11
83,60,76,23,14,19,39,23,30,7,28,21
25,63,35,32,51,23,26,36,26,20,28,33
87,57,52,37,40,37,12,11,24,10,16,46
52,67,34,1,25,23,17,40,20,35,34,46
45,92,43,8,39,16,21,3,33,23,28,25
57,61,25,59,57,18,13,12,24,35,41,15
65,59,32,13,66,37,33,6,43,23,8,34
21,94,24,14,27,1,55,27,27,30,41,23
40,31,65,7,32,13,56,45,26,11,11,40
94,28,75,70,25,29,20,38,34,47,48,45
44,66,34,58,79,32,20,22,31,34,6,28
63,37,34,20,78,1,23,12,33,25,11,21
28,27,70,69,11,28,64,31,12,23,22,40
56,57,27,42,35,2,42,5,31,31,41,34
79,45,31,14,30,38,11,37,46,48,24,25
64,34,67,47,15,25,41,24,22,22,39,15
89,41,24,76,67,5,66,40,32,25,30,30
84,58,51,54,70,38,12,11,1,40,49,33
90,31,19,39,72,30,58,26,43,34,7,18
56,42,64,47,74,37,67,3,35,1,45,38
27,73,68,79,44,14,57,28,6,27,47,48
74,63,61,52,77,10,11,41,37,6,24,11
85,50,52,79,78,36,15,5,45,31,9,20
61,45,27,33,25,11,30,47,30,21,6,21
70,66,44,53,76,32,56,17,2,36,36,12
27,65,34,38,63,6,63,6,16,18,27,35
34,26,17,49,61,3,69,42,31,39,10,42
93,39,79,22,74,14,78,3,49,48,12,42
78,37,59,38,29,18,36,11,13,11,49,21
48,65,66,58,72,2,45,10,3,46,26,39
46,90,34,1,13,2,42,47,4,40,3,29
34,55,1,41,33,9,70,28,24,4,13,16
77,61,45,19,32,25,44,25,40,5,22,10
81,24,55,3,29,31,60,11,41,21,27,10
23,47,13,43,19,11,53,15,38,43,27,30
72,81,5,66,56,29,75,38,28,28,29,42
94,62,69,9,23,20,43,30,39,23,32,40
94,45,14,16,78,14,72,6,30,18,26,33
93,65,56,70,40,32,56,41,28,27,22,26
86,63,68,53,28,30,66,44,44,22,27,26
85,67,1,58,57,1,35,34,46,43,11,48
91,93,61,20,34,3,51,40,46,9,9,22
64,55,16,38,32,31,60,23,48,7,25,33
93,48,38,29,57,24,16,39,23,27,21,27
96,35,54,71,69,33,44,15,4,44,6,19
57,93,17,8,27,37,24,14,34,22,6,45
59,33,60,68,12,15,79,19,40,4,23,47
76,30,59,26,55,26,30,3,7,48,13,36
72,70,30,55,32,4,22,9,42,20,34,36
24,62,5,13,15,2,69,25,7,6,27,28
81,45,46,46,17,12,19,28,24,49,25,20
82,74,13,2,35,7,75,43,26,44,15,35
67,88,69,58,31,6,39,16,41,40,8,32
90,65,15,38,51,35,58,26,30,45,38,35
78,62,40,24,71,16,24,13,25,44,14,24
95,82,63,1,63,29,59,47,22,19,17,27
58,38,77,32,16,33,66,32,4,22,27,35
32,59,40,2,60,38,12,18,23,31,16,24
73,77,21,7,50,29,40,6,19,8,8,26
51,37,29,63,61,23,43,35,13,42,46,18
73,33,72,46,11,7,12,4,37,23,19,19
95,48,29,35,34,25,70,19,9,19,11,45
79,79,9,67,26,4,30,7,32,24,39,27
35,64,74,28,55,34,28,27,26,29,15,24
93,27,69,53,57,28,26,7,24,44,23,24
84,56,73,73,35,11,64,35,30,47,45,40
60,59,36,43,26,32,19,35,18,4,5,31
45,26,37,25,67,14,72,4,7,17,20,30
91,71,12,52,57,10,77,5,48,49,26,39
88,86,46,62,70,35,46,41,8,21,36,42
85,67,33,20,38,9,50,34,46,3,22,43
28,64,64,48,27,15,43,44,20,10,10,38
33,22,72,55,44,17,31,12,30,4,48,11
47,84,38,48,22,37,16,42,41,8,5,41
85,61,14,14,71,22,63,3,23,30,20,18
55,31,60,24,72,8,37,17,11,15,14,48
67,45,60,60,44,22,37,39,6,47,14,12
58,55,54,1,42,30,49,14,47,27,25,30
70,50,46,78,43,18,24,25,7,35,3,41
40,60,17,9,45,20,30,27,27,41,45,23
43,63,42,48,77,5,45,15,15,2,33,46
72,81,57,56,77,19,68,27,36,8,31,37
68,84,31,1,70,2,30,47,23,9,34,34
69,41,38,48,70,13,14,28,46,14,38,15
59,92,30,61,35,3,59,49,28,46,22,31
25,62,47,65,78,11,66,17,37,6,4,12
63,76,77,69,22,9,58,7,9,14,39,20
20,37,69,1,59,20,76,28,7,32,20,31
72,35,20,2,57,19,14,26,35,21,38,27
95,44,11,59,71,2,36,30,6,40,48,17
43,34,72,64,56,33,58,19,48,27,35,42
46,84,16,33,55,34,50,21,2,21,32,16
59,63,2,47,47,31,60,19,27,19,28,35
58,30,52,57,47,23,51,26,21,1,8,10
80,27,49,34,68,36,26,22,18,16,45,32
84,59,64,4,24,33,64,13,36,9,13,10
93,39,74,78,17,26,26,28,35,48,7,40
77,32,2,67,19,37,45,13,2,32,48,18
83,57,52,11,72,20,29,49,31,37,8,21
26,20,13,2,70,2,59,34,45,47,44,38
92,60,57,60,17,4,45,3,12,5,16,41
66,54,26,65,50,21,20,31,9,10,5,49
26,30,70,10,65,26,78,42,34,36,41,17
38,73,75,3,23,30,70,20,43,1,10,12
26,37,11,71,67,6,56,30,41,7,34,36
66,88,60,14,53,28,76,2,28,7,43,10
87,72,67,32,64,34,52,36,46,27,31,17
96,86,79,50,44,5,56,35,16,34,24,33
31,76,34,24,51,17,36,36,23,5,17,49
87,81,31,43,31,27,19,28,25,5,4,23
95,60,18,35,36,29,73,14,8,10,38,26
44,63,2,54,77,37,35,18,47,15,30,12
34,64,54,33,20,1,54,20,28,35,17,27
47,72,51,54,17,38,47,40,42,28,7,18
68,58,4,35,72,31,59,21,33,31,10,41
96,86,69,72,47,39,76,41,14,7,28,40
74,21,57,60,20,20,14,7,38,14,3,47
68,45,59,10,74,34,70,27,12,22,35,10
46,85,17,26,57,15,59,49,34,19,38,41
41,54,5,39,31,7,46,23,27,33,16,18
58,28,12,34,67,6,66,44,13,41,5,37
53,87,41,73,42,17,54,42,23,8,32,39
57,49,37,48,17,4,43,46,22,5,34,40
68,91,70,35,15,38,33,4,27,36,46,26
32,84,65,55,47,5,23,28,35,36,5,18
83,87,71,68,76,24,55,35,2,3,21,15
96,78,54,20,18,37,57,31,21,37,45,31
53,41,35,10,64,23,22,27,38,13,33,25
30,89,41,3,62,36,41,36,30,9,1,12
35,70,23,14,53,3,22,39,21,45,17,32
20,81,65,60,30,39,28,11,3,11,28,20
34,83,27,77,35,30,68,7,27,25,12,32
20,94,47,22,28,31,73,37,26,33,40,15
58,76,10,67,56,38,70,39,49,29,10,14
38,68,44,18,15,27,29,38,26,25,35,39
31,40,20,59,75,29,71,7,8,4,14,41
84,30,31,38,73,25,49,17,35,34,29,26
66,89,46,32,12,7,66,12,13,40,23,26
69,40,63,18,10,31,53,2,49,30,23,14
21,82,66,54,67,34,71,4,7,40,39,34
85,50,24,43,57,29,28,22,35,22,32,25
70,84,3,42,63,27,37,48,33,28,43,48
93,42,4,11,65,17,72,37,47,34,4,42
74,23,49,42,46,9,52,39,22,19,44,44
32,41,69,49,63,21,22,8,43,47,41,10
83,48,8,38,77,10,31,46,8,11,13,21
45,26,67,18,39,2,43,36,33,35,10,36
88,75,45,59,30,37,45,28,5,36,24,41
58,42,31,48,71,12,76,48,22,24,25,28
68,75,59,30,32,9,79,30,20,15,6,11
92,74,79,13,32,30,20,32,31,18,42,42
60,74,27,59,29,10,75,16,26,31,8,30
38,27,62,73,61,6,43,32,45,24,21,22
42,31,58,45,68,30,12,31,20,1,9,45
83,33,73,27,52,27,14,27,1,26,32,46
29,82,6,18,59,12,40,47,6,48,8,28
63,61,56,54,14,27,31,10,25,31,40,26
65,59,10,42,72,28,55,21,15,48,21,43
84,27,4,60,12,21,39,14,12,30,16,48
31,56,37,18,18,30,31,44,5,17,10,16
80,77,67,37,64,3,41,6,40,12,8,43
71,80,32,25,79,6,43,23,41,29,3,15
54,48,24,47,68,22,30,18,40,1,43,45
59,80,70,66,37,17,31,30,35,42,37,17
88,27,3,30,23,15,13,43,2,1,9,24
87,87,41,47,10,35,61,8,36,48,24,32
79,72,44,10,67,12,79,29,37,27,11,39
44,33,49,1,61,13,46,10,42,37,2,33
49,89,62,70,44,19,11,38,6,23,24,41
79,43,74,36,47,26,43,24,21,12,26,42
75,52,40,31,24,20,42,35,49,37,13,25
36,90,18,17,67,18,39,17,16,36,35,42
86,50,31,20,57,5,19,2,2,28,2,33
43,75,1,64,11,36,42,17,36,49,12,37
35,52,71,65,66,33,77,45,12,25,23,31
88,54,67,44,44,17,17,40,42,46,42,48
49,32,67,48,76,36,69,4,11,12,10,18
47,77,79,24,62,35,60,17,41,28,19,46
72,59,16,35,24,12,10,32,46,43,6,38
28,71,45,19,42,6,46,29,4,30,48,15
89,54,68,40,11,7,36,45,4,21,49,25
51,73,78,41,69,16,46,41,46,46,21,30
22,86,24,64,56,4,15,8,34,10,43,42
87,27,35,31,13,12,53,3,42,28,1,26
72,94,22,71,47,27,60,3,8,48,43,20
91,93,10,27,31,27,62,40,44,40,21,33
93,72,62,56,70,10,78,8,12,23,2,38
82,62,51,3,72,37,42,36,44,11,24,27
63,49,78,50,29,27,73,33,47,11,7,18
41,60,69,17,31,20,58,27,21,28,24,40
57,45,40,44,60,19,22,27,29,32,43,37
42,79,46,49,13,4,44,10,30,24,13,21
40,29,51,39,72,32,31,32,18,11,2,16
28,48,73,15,53,16,31,14,5,9,28,42
43,46,3,79,33,33,18,49,38,5,37,12
87,66,55,67,50,13,50,22,37,10,13,26
35,65,9,60,69,10,60,45,39,5,24,48
84,93,54,4,53,14,64,33,42,46,41,28
64,69,3,63,22,1,79,9,46,39,22,14
56,43,35,47,11,30,38,43,20,41,25,40
84,71,75,47,30,4,70,47,4,42,7,34
84,93,56,56,68,35,37,47,8,5,43,42
56,71,28,19,42,12,51,1,32,2,38,11
85,65,29,51,48,35,57,26,20,9,48,48
38,75,25,14,74,14,73,5,10,32,21,13
25,27,59,5,76,10,36,44,42,40,4,11
85,28,79,52,70,23,58,37,2,16,3,39
31,78,40,33,74,32,57,7,4,39,41,27
26,69,74,35,46,16,76,47,10,38,10,35
46,82,23,77,52,4,71,24,6,14,35,45
64,38,10,16,26,28,52,3,23,30,5,43
43,60,29,43,13,5,24,37,13,29,27,30
65,73,29,36,12,2,42,47,22,4,3,23
54,91,14,34,47,4,18,43,33,3,18,47
96,58,38,6,64,6,13,44,3,24,48,44
87,54,47,19,56,28,55,19,36,27,29,40
36,28,52,21,28,3,25,15,47,11,34,25
46,44,79,28,33,33,66,38,26,23,7,39
35,79,24,33,23,1,22,19,5,8,35,40
77,32,23,68,57,30,40,34,48,35,29,40
59,52,78,66,32,31,43,41,37,39,40,32
63,25,54,57,29,3,35,24,33,4,3,19
46,83,68,34,57,38,39,24,43,38,46,38
64,73,74,63,16,10,31,17,18,1,6,49
54,29,70,60,16,3,64,27,45,27,6,40
77,72,23,5,28,10,17,38,39,27,43,44
27,90,32,8,62,22,49,30,9,37,47,27
93,35,54,20,13,16,36,47,19,5,28,39
28,55,15,10,27,35,78,25,11,14,35,20
40,90,62,11,32,14,29,46,46,16,4,49
79,83,17,65,13,17,78,28,26,40,37,32
43,32,5,26,29,6,33,15,29,25,49,35
47,30,79,28,25,16,18,4,36,17,10,11
73,49,74,42,76,36,14,16,46,9,22,34
90,78,49,3,50,22,26,32,5,47,23,22
31,21,15,62,25,34,14,25,13,11,17,33
79,52,64,23,67,39,48,49,49,49,37,47
23,40,79,70,46,31,45,37,29,13,32,38
91,51,41,79,34,26,20,4,49,16,10,49
92,55,29,58,43,36,46,47,10,34,17,39
95,79,75,34,15,25,56,27,24,5,46,35
21,67,33,58,62,18,15,44,45,2,12,39
33,45,69,12,43,15,41,25,36,42,38,32
37,70,32,62,78,33,33,3,24,39,28,41
77,82,35,3,19,13,44,47,10,42,43,32
94,48,38,65,15,28,77,45,29,3,33,13
94,44,77,26,35,16,68,23,47,20,1,39
96,32,30,34,43,8,61,15,35,2,7,32
42,50,25,66,51,12,45,20,13,15,2,42
52,42,66,44,20,19,16,5,33,5,43,42
50,69,68,58,51,32,11,10,34,30,10,26
53,38,60,32,40,16,70,10,31,41,42,17
34,51,70,62,51,19,47,26,47,11,29,30
89,76,19,73,14,24,44,38,17,15,3,23
41,74,44,51,34,14,58,33,28,44,5,39
24,88,33,41,49,12,10,19,37,14,21,41
65,60,44,61,68,20,26,39,41,45,37,37
69,85,26,67,15,2,76,20,14,38,32,16
73,70,71,32,24,20,61,28,28,17,37,48
54,78,73,58,15,13,67,35,38,24,41,45
76,92,51,14,53,24,27,47,12,18,17,27
37,42,45,66,49,5,60,6,39,4,40,19
93,46,44,9,20,11,44,27,45,45,27,33
65,28,19,61,25,33,26,11,40,12,5,28
75,34,40,48,64,38,69,21,33,11,27,14
37,23,27,69,37,8,23,39,5,33,9,45
40,59,51,4,64,18,40,13,35,2,12,36
83,87,21,78,73,8,60,34,44,23,32,41
71,73,46,55,30,17,41,35,10,34,22,33
75,23,73,5,77,18,27,10,35,45,22,48
58,85,64,19,44,34,71,9,45,18,28,41
66,82,1,11,55,25,11,22,7,45,44,24
46,34,17,23,22,21,56,22,4,36,49,46
86,90,29,66,43,22,47,46,6,48,46,12
64,43,48,47,12,8,67,14,17,20,26,24
39,41,53,21,54,27,78,35,25,20,25,11
76,45,31,38,77,5,35,49,25,19,6,21
23,73,70,59,73,16,46,45,46,40,38,28
87,77,34,73,21,26,14,35,27,49,28,45
96,46,33,74,68,36,24,49,27,7,45,12
72,88,54,16,38,20,17,24,16,37,34,25
36,25,19,56,44,25,60,47,40,34,32,26
82,76,68,14,44,26,11,20,20,48,39,16
78,81,22,56,75,26,60,30,14,24,28,23
90,55,61,68,54,32,13,36,27,18,48,29
73,72,14,72,26,19,21,25,15,7,33,22
70,54,31,3,55,30,48,49,6,2,45,13
73,75,27,32,57,13,78,40,27,2,16,19
66,86,1,62,44,35,65,5,47,10,32,14
40,44,66,20,65,35,56,4,1,42,21,18
80,61,4,63,36,25,74,16,7,16,12,49
83,63,26,51,34,11,16,17,1,5,43,17
55,87,30,31,44,18,19,11,29,10,6,18
87,94,63,62,77,33,72,45,37,40,20,31
56,62,32,23,66,17,50,20,28,47,34,23
66,41,36,35,72,28,51,14,8,38,23,14
47,22,69,12,25,32,38,26,24,47,26,38
41,28,32,57,77,12,37,6,7,31,22,30
45,22,22,38,57,38,79,13,7,49,8,11
51,93,60,79,56,12,29,36,49,45,46,21
48,56,35,49,71,5,12,7,26,42,34,27
82,20,69,22,69,13,20,22,29,13,14,35
26,47,42,10,48,9,40,45,47,17,49,23
41,72,35,44,28,39,23,40,43,23,24,28
89,56,21,34,24,18,45,10,40,19,17,48
88,49,63,35,20,1,19,39,12,6,34,17
30,67,3,70,49,12,41,38,43,7,15,33
54,60,24,74,61,30,52,4,33,44,46,25
85,91,41,66,29,29,13,44,16,30,5,27
67,33,30,8,61,15,45,42,24,44,43,42
64,91,51,2,63,3,67,23,28,7,32,26
86,75,72,32,18,24,16,25,31,14,31,44
23,58,59,19,69,33,36,17,32,31,41,11
60,88,6,15,13,31,30,26,11,5,37,30
67,36,44,7,44,10,25,22,26,47,23,45
95,48,50,18,70,18,75,25,30,16,47,31
84,27,19,74,64,9,71,18,16,27,6,13
32,85,22,9,56,11,79,5,9,37,43,41
39,53,70,24,19,12,58,23,46,5,48,42
31,42,61,53,45,36,11,14,24,28,47,14
76,69,57,54,75,14,12,41,38,49,19,35
39,48,43,1,21,8,44,48,14,11,15,49
91,76,62,46,77,20,48,7,28,18,39,21
60,71,19,38,17,13,36,26,44,29,24,43
52,24,31,37,56,14,15,27,31,44,2,18
72,46,19,44,34,11,28,22,26,28,13,17
67,74,33,40,55,10,16,45,1,26,45,14
39,51,6,50,41,12,54,41,21,11,3,26
72,63,62,58,47,12,11,29,18,17,41,44
43,60,44,29,37,16,15,27,43,20,2,27
96,35,31,60,25,29,60,38,18,28,11,26
82,36,20,43,24,26,62,13,25,42,39,49
74,92,71,72,66,36,18,29,24,47,5,40
48,21,52,63,76,24,20,35,20,12,47,46
45,51,10,76,61,27,53,27,5,32,36,44
31,88,63,78,57,19,49,17,1,5,46,48
41,54,24,33,57,25,32,23,39,21,5,22
27,56,5,56,72,11,72,24,11,10,14,20
50,76,7,70,67,33,57,46,28,25,44,24
74,82,45,61,79,4,40,21,28,6,19,27
58,61,76,53,56,8,68,29,21,17,4,48
90,76,5,76,32,11,39,40,12,48,5,19
42,38,26,29,16,35,13,17,38,2,29,49
88,59,44,55,50,10,75,30,16,41,21,12
86,91,34,72,35,23,37,41,43,24,10,26
53,38,61,79,21,33,23,21,26,14,41,12
31,27,14,54,58,27,61,46,23,5,25,26
50,32,5,16,65,1,78,34,46,40,35,43
95,73,24,70,24,35,77,24,38,41,19,17
88,67,28,69,13,8,61,16,4,34,26,49
79,86,50,45,18,37,23,16,39,19,47,14
38,94,42,29,62,26,75,47,23,3,13,40
68,48,8,41,33,2,60,13,1,45,16,24
30,73,45,20,52,22,77,26,1,12,21,16
86,72,3,37,54,21,54,29,20,34,49,47
25,78,10,42,49,36,74,37,16,28,3,45
45,54,33,1,73,2,29,31,39,36,6,11
67,83,17,7,40,3,69,18,29,43,41,30
71,24,51,16,28,5,27,44,40,47,12,37
34,52,1,77,52,14,10,34,39,21,49,24
56,36,30,23,59,3,45,1,30,35,2,31
43,22,52,53,28,20,77,21,2,19,32,39
71,94,51,13,25,32,19,37,17,26,48,27
64,25,77,3,56,21,32,30,22,8,33,34
64,87,63,52,70,22,16,20,45,24,31,35
50,54,45,35,49,24,79,28,49,15,5,20
69,28,48,48,68,25,75,42,13,6,5,14
77,30,47,38,20,7,45,46,21,48,31,31
47,79,36,67,28,37,38,18,28,37,46,41
90,70,6,6,48,26,56,32,28,39,36,27
66,70,71,3,53,38,20,20,24,29,19,38
78,81,35,1,70,37,48,23,18,47,26,12
55,72,52,10,46,34,71,18,7,43,3,42
54,50,49,40,31,27,21,27,23,15,6,24
71,34,66,66,74,23,60,24,25,47,27,15
30,31,31,46,32,25,58,48,24,28,38,38
31,89,44,26,25,16,24,8,41,44,2,10
65,27,48,19,12,6,20,47,24,40,23,21
62,93,5,51,58,28,70,41,46,33,13,45
83,23,3,62,28,6,51,47,13,38,47,14
42,76,76,15,61,2,17,29,2,25,25,38
58,37,73,47,25,22,68,19,30,37,12,45
93,88,51,28,75,34,49,11,24,30,2,28
51,66,17,26,65,18,66,15,39,38,26,25
36,25,50,6,49,1,33,14,34,19,45,32
72,24,61,50,35,32,58,33,36,39,32,45
59,30,78,56,60,2,76,48,22,20,37,15
46,62,42,25,25,37,21,39,35,32,20,35
24,87,50,57,53,33,46,35,43,10,14,48
61,24,63,41,23,7,56,11,48,36,30,13
22,47,2,3,10,24,50,2,24,25,32,49
83,50,76,9,67,12,43,47,28,15,45,25
91,35,63,15,52,35,74,18,16,14,9,20
69,78,59,52,68,32,51,14,18,17,10,33
57,55,76,21,55,24,47,26,2,4,49,26
70,86,3,32,70,37,17,44,19,35,37,12
42,46,4,2,40,30,30,45,39,25,38,43
48,46,10,14,15,5,68,38,46,48,31,27
43,40,29,54,39,14,50,40,25,8,9,14
36,47,54,70,71,28,69,28,33,40,36,35
95,66,46,15,79,8,28,36,49,20,44,41
43,58,43,64,65,27,48,36,13,22,7,21
66,84,79,8,61,32,15,38,20,29,1,23
90,46,34,61,55,17,59,13,37,35,28,41
45,44,1,27,76,16,70,11,4,33,25,16
66,43,57,29,68,6,43,34,49,27,32,46
66,84,1,29,76,14,28,36,42,31,28,31
92,79,28,54,68,9,60,47,37,38,16,47
92,57,71,51,54,39,79,43,24,18,26,43
78,49,45,46,23,5,43,42,19,29,19,14
27,50,18,1,78,12,38,8,21,45,19,46
83,83,71,10,71,32,25,38,34,42,40,16
78,24,52,35,64,26,76,49,9,49,47,42
81,42,69,74,60,22,32,46,8,19,21,42
28,23,7,33,18,18,46,24,13,11,45,22
90,21,51,56,32,3,57,17,24,41,26,11
89,65,69,79,79,39,71,32,14,16,9,29
85,54,11,61,27,5,24,15,24,18,12,44
27,75,4,74,42,28,52,24,31,26,19,37
68,81,49,25,51,23,65,16,46,3,48,25
92,85,51,38,76,29,51,40,17,16,19,13
35,79,46,62,67,33,58,25,45,24,29,10
64,67,63,43,28,20,42,5,26,7,27,34
48,67,48,20,65,20,51,38,5,32,43,25
22,39,27,70,57,6,58,20,22,15,2,49
40,72,45,60,21,11,75,35,41,18,30,22
35,39,20,3,70,31,49,28,30,31,23,30
22,52,42,67,27,12,49,13,34,22,3,42
76,81,63,69,64,8,56,26,22,41,34,37
26,61,16,51,61,30,79,37,48,5,47,17
23,36,34,59,36,23,41,36,49,43,19,19
88,76,65,32,10,5,70,1,30,4,6,28
78,33,1,50,65,29,15,46,1,14,1,29
39,85,63,78,68,7,17,39,45,3,5,14
95,51,76,55,67,38,42,3,18,3,44,37
64,32,60,2,79,39,54,30,30,23,45,33
59,78,41,39,46,9,51,11,11,16,39,33
